Reporting Area,MMWR Year,MMWR Week,"Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Current week","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Current week, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Previous 52 weeks Max†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Previous 52 weeks Max†, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2020†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2020†, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2019†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2019†, flag","Chancroid, Current week","Chancroid, Current week, flag","Chancroid, Previous 52 weeks Max†","Chancroid, Previous 52 weeks Max†, flag","Chancroid, Cum 2020†","Chancroid, Cum 2020†, flag","Chancroid, Cum 2019†","Chancroid, Cum 2019†, flag","Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Max†","Chlamydia trachomatis infection, Previous 52 weeks Max†, flag","Chlamydia trachomatis infection, Cum 2020†","Chlamydia trachomatis infection, Cum 2020†, flag","Chlamydia trachomatis infection, Cum 2019†","Chlamydia trachomatis infection, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
SOUTH CAROLINA,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,794,,922,,27329,,29126,,SOUTH CAROLINA,,20204235,POINT (-80.864614 33.878572)
OKLAHOMA,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,58,,502,,8010,,19210,,OKLAHOMA,,20204246,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204265,POINT (145.725693 15.1834)
OHIO,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,745,,1435,,44595,,53486,,OHIO,,20204218,POINT (-82.70936 40.415534)
MINNESOTA,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,13,,585,,15947,,19857,,MINNESOTA,,20204223,POINT (-94.198308 46.349153)
LOUISIANA,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,208,,860,,23279,,29910,,LOUISIANA,,20204245,POINT (-91.840238 30.921314)
HAWAII,2020,42,,-,0,,,-,2,,,-,0,,,-,,-,,-,199,,,-,6534,,HAWAII,,20204260,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,42,,-,15,,107,,408,,,-,0,,,-,1,,2407,,8739,,249854,,317728,,,SOUTH ATLANTIC,20204228,
PENNSYLVANIA,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,1008,,1449,,40589,,49516,,PENNSYLVANIA,,20204213,POINT (-77.838886 40.896694)
UTAH,2020,42,,-,2,,6,,10,,,-,0,,,-,,-,149,,261,,8113,,9077,,UTAH,,20204255,POINT (-111.678222 39.323779)
COLORADO,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,561,,1260,,20982,,24567,,COLORADO,,20204250,POINT (-105.547832 38.998552)
VERMONT,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,6,,61,,576,,1322,,VERMONT,,20204208,POINT (-72.662695 44.075252)
KENTUCKY,2020,42,,-,0,,,-,,-,,-,0,,,-,2,,,-,2270,,5965,,15343,,KENTUCKY,,20204240,POINT (-85.290484 37.526683)
PUERTO RICO,2020,42,,-,3,,,-,34,,,-,0,,,-,,-,,-,130,,326,,3948,,PUERTO RICO,,20204267,POINT (-66.414655 18.215692)
MAINE,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,76,,105,,2643,,3196,,MAINE,,20204204,POINT (-69.06137 45.117911)
VIRGINIA,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,734,,1126,,31847,,39379,,VIRGINIA,,20204236,POINT (-78.666382 37.510861)
ARIZONA,2020,42,,-,5,,28,,61,,,-,0,,,-,1,,454,,896,,28017,,35469,,ARIZONA,,20204249,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20204264,
WISCONSIN,2020,42,,-,3,,10,,24,,,-,0,,,-,,-,160,,672,,17753,,23431,,WISCONSIN,,20204219,POINT (-89.732969 44.639954)
IDAHO,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,2,,195,,4713,,5594,,IDAHO,,20204251,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204268,POINT (-64.840836 18.060868)
MICHIGAN,2020,42,,-,7,,81,,127,,,-,0,,,-,,-,236,,1194,,30466,,40685,,MICHIGAN,,20204217,POINT (-85.730977 44.874798)
GEORGIA,2020,42,,-,11,,4,,196,,,-,0,,,-,,-,556,,1461,,36643,,54583,,GEORGIA,,20204232,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,1669,,41918,,61858,,,NEW YORK CITY,20204212,
ARKANSAS,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,3,,437,,9938,,13849,,ARKANSAS,,20204244,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,143,,592,,8360,,20541,,MISSISSIPPI,,20204241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,42,,-,1,,1,,7,,,-,0,,,-,,-,,-,117,,2547,,3680,,SOUTH DAKOTA,,20204227,POINT (-100.230491 44.43614)
WYOMING,2020,42,,-,1,,2,,2,,,-,0,,,-,,-,39,,59,,1482,,1787,,WYOMING,,20204256,POINT (-107.55145 42.999627)
MISSOURI,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,808,,12334,,28225,,MISSOURI,,20204224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,42,,-,0,,,-,,-,,-,1,,1,,,-,2284,,4837,,135546,,179485,,,MIDDLE ATLANTIC,20204209,
CALIFORNIA,2020,42,,-,8,,58,,2,,1,,1,,2,,,-,1923,,4819,,137967,,195040,,CALIFORNIA,,20204259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,8,,253,,3995,,4592,,WEST VIRGINIA,,20204237,POINT (-80.613729 38.642579)
FLORIDA,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,2625,,76162,,89102,,FLORIDA,,20204231,POINT (-82.420978 28.260731)
MONTANA,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,109,,3073,,3845,,MONTANA,,20204252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,42,,-,1,,1,,7,,,-,0,,,-,,-,123,,2325,,52773,,87790,,,WEST NORTH CENTRAL,20204220,
MASSACHUSETTS,2020,42,,-,0,,,-,,-,,-,1,,,-,2,,,-,733,,16953,,25512,,MASSACHUSETTS,,20204205,POINT (-71.481104 42.151077)
MOUNTAIN,2020,42,,-,5,,40,,80,,,-,0,,,-,1,,1245,,2690,,84502,,106520,,,MOUNTAIN,20204248,
INDIANA,2020,42,,-,18,,137,,234,,,-,0,,,-,,-,,-,790,,24876,,28761,,INDIANA,,20204216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,4,,7,,,NON-US RESIDENTS,20204269,
US TERRITORIES,2020,42,,-,3,,,-,34,,,-,0,,,-,,-,,-,130,,326,,3948,,,US TERRITORIES,20204263,
US RESIDENTS,2020,46,,-,66,,546,,1164,,,-,1,,3,,6,,11271,,36520,,1136539,,1612832,,,US RESIDENTS,20204601,
NEW HAMPSHIRE,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,76,,86,,2504,,3213,,NEW HAMPSHIRE,,20204606,POINT (-71.57139 43.680429)
NEW YORK,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,721,,2595,,34538,,41632,,NEW YORK,,20204611,POINT (-75.59655 42.921241)
WEST SOUTH CENTRAL,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,42,,4489,,112002,,185198,,,WEST SOUTH CENTRAL,20204643,
NEBRASKA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,230,,2600,,8284,,NEBRASKA,,20204625,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,46,,-,0,,,-,,-,,-,0,,,-,2,,124,,3371,,62285,,103696,,,EAST SOUTH CENTRAL,20204638,
NORTH DAKOTA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,99,,957,,3451,,NORTH DAKOTA,,20204626,POINT (-100.46931 47.446305)
NEVADA,2020,46,,-,2,,4,,7,,,-,0,,,-,,-,2,,395,,9657,,15937,,NEVADA,,20204653,POINT (-114.916992 39.283294)
ILLINOIS,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,37,,1750,,35873,,71716,,ILLINOIS,,20204615,POINT (-89.148632 40.124144)
IOWA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,371,,8384,,14282,,IOWA,,20204621,POINT (-93.500061 42.074659)
TEXAS,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,2807,,63260,,116261,,TEXAS,,20204647,POINT (-99.317341 31.447238)
ALASKA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,149,,4283,,5499,,ALASKA,,20204658,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,27,,247,,5354,,8283,,DISTRICT OF COLUMBIA,,20204630,POINT (-77.016275 38.904785)
INDIANA,2020,46,,-,18,,155,,248,,,-,0,,,-,,-,420,,790,,28109,,31613,,INDIANA,,20204616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,4,,7,,,NON-US RESIDENTS,20204669,
US TERRITORIES,2020,46,,-,3,,,-,39,,,-,0,,,-,,-,,-,130,,326,,4336,,,US TERRITORIES,20204663,
TOTAL,2020,47,11,,69,,571,,1234,,,-,1,,3,,7,,11903,,36786,,1173697,,1653683,,,TOTAL,20204770,
US RESIDENTS,2020,47,11,,66,,571,,1193,,,-,1,,3,,7,,11903,,36732,,1173367,,1649293,,,US RESIDENTS,20204701,
NEW HAMPSHIRE,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,50,,86,,2558,,3276,,NEW HAMPSHIRE,,20204706,POINT (-71.57139 43.680429)
NEW YORK,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,889,,2595,,35402,,42649,,NEW YORK,,20204711,POINT (-75.59655 42.921241)
PACIFIC,2020,47,,-,30,,68,,4,,,-,1,,2,,1,,2531,,6138,,191943,,282739,,,PACIFIC,20204757,
WEST SOUTH CENTRAL,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,191,,4490,,113085,,189251,,,WEST SOUTH CENTRAL,20204743,
NEBRASKA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,230,,2600,,8497,,NEBRASKA,,20204725,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,47,,-,0,,,-,,-,,-,0,,,-,2,,446,,3371,,63269,,106160,,,EAST SOUTH CENTRAL,20204738,
NORTH DAKOTA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,99,,957,,3527,,NORTH DAKOTA,,20204726,POINT (-100.46931 47.446305)
NEVADA,2020,47,,-,2,,4,,7,,,-,0,,,-,,-,,-,395,,9657,,16294,,NEVADA,,20204753,POINT (-114.916992 39.283294)
ILLINOIS,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,53,,1750,,36768,,73425,,ILLINOIS,,20204715,POINT (-89.148632 40.124144)
IOWA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,371,,8384,,14625,,IOWA,,20204721,POINT (-93.500061 42.074659)
TEXAS,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,2807,,63260,,118748,,TEXAS,,20204747,POINT (-99.317341 31.447238)
ALASKA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,149,,4354,,5643,,ALASKA,,20204758,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,247,,5422,,8503,,DISTRICT OF COLUMBIA,,20204730,POINT (-77.016275 38.904785)
WASHINGTON,2020,47,,-,30,,,-,,-,,-,0,,,-,,-,387,,817,,16090,,34978,,WASHINGTON,,20204762,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,47,,-,8,,8,,3,,,-,1,,,-,2,,128,,1363,,33874,,56187,,,NEW ENGLAND,20204702,
RHODE ISLAND,2020,47,,-,8,,8,,3,,,-,0,,,-,,-,,-,294,,3628,,4828,,RHODE ISLAND,,20204707,POINT (-71.534637 41.572574)
OREGON,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,307,,502,,13933,,17220,,OREGON,,20204761,POINT (-120.605279 43.940449)
DELAWARE,2020,47,1,,0,,1,,,-,,-,0,,,-,,-,,-,222,,3731,,5347,,DELAWARE,,20204729,POINT (-75.452394 38.994926)
ALABAMA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,790,,15252,,28259,,ALABAMA,,20204739,POINT (-86.844516 32.756889)
KANSAS,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,158,,347,,10880,,13951,,KANSAS,,20204722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,47,,-,9,,136,,237,,,-,0,,,-,,-,,-,1611,,50238,,65159,,NORTH CAROLINA,,20204734,POINT (-79.130883 35.52603)
GUAM,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204766,POINT (144.653198 13.3532)
NEW JERSEY,2020,47,,-,0,,,-,,-,,-,1,,1,,,-,404,,882,,23732,,34288,,NEW JERSEY,,20204710,POINT (-74.655514 40.110253)
NEW MEXICO,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,39,,337,,10451,,13099,,NEW MEXICO,,20204754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,47,1,,22,,265,,428,,,-,0,,,-,,-,1316,,5474,,168693,,237474,,,EAST NORTH CENTRAL,20204714,
TENNESSEE,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,302,,1129,,31062,,37595,,TENNESSEE,,20204742,POINT (-86.343226 35.842998)
CONNECTICUT,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,13,,358,,7125,,14158,,CONNECTICUT,,20204703,POINT (-72.738288 41.575155)
MARYLAND,2020,47,,-,0,,,-,,-,,-,0,,,-,1,,257,,843,,27409,,34546,,MARYLAND,,20204733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,601,,922,,30706,,32693,,SOUTH CAROLINA,,20204735,POINT (-80.864614 33.878572)
OKLAHOMA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,489,,11639,,21537,,OKLAHOMA,,20204746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204765,POINT (145.725693 15.1834)
OHIO,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,688,,1435,,50358,,59921,,OHIO,,20204718,POINT (-82.70936 40.415534)
MINNESOTA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,13,,585,,17963,,22373,,MINNESOTA,,20204723,POINT (-94.198308 46.349153)
LOUISIANA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,191,,858,,26294,,33252,,LOUISIANA,,20204745,POINT (-91.840238 30.921314)
HAWAII,2020,47,,-,0,,,-,2,,,-,0,,,-,,-,,-,199,,,-,7309,,HAWAII,,20204760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,47,10,,22,,189,,661,,,-,0,,,-,1,,3691,,9043,,297841,,357380,,,SOUTH ATLANTIC,20204728,
PENNSYLVANIA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,1030,,1450,,46296,,56050,,PENNSYLVANIA,,20204713,POINT (-77.838886 40.896694)
UTAH,2020,47,,-,2,,6,,10,,,-,0,,,-,,-,162,,261,,9185,,10141,,UTAH,,20204755,POINT (-111.678222 39.323779)
COLORADO,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,1260,,22458,,27220,,COLORADO,,20204750,POINT (-105.547832 38.998552)
VERMONT,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,61,,617,,1524,,VERMONT,,20204708,POINT (-72.662695 44.075252)
KENTUCKY,2020,47,,-,0,,,-,,-,,-,0,,,-,2,,,-,2270,,5965,,17149,,KENTUCKY,,20204740,POINT (-85.290484 37.526683)
PUERTO RICO,2020,47,,-,3,,,-,41,,,-,0,,,-,,-,,-,130,,326,,4383,,PUERTO RICO,,20204767,POINT (-66.414655 18.215692)
MAINE,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,65,,105,,2993,,3600,,MAINE,,20204704,POINT (-69.06137 45.117911)
VIRGINIA,2020,47,9,,8,,46,,193,,,-,0,,,-,,-,824,,1126,,35887,,44062,,VIRGINIA,,20204736,POINT (-78.666382 37.510861)
ARIZONA,2020,47,,-,4,,28,,70,,,-,0,,,-,1,,409,,897,,32042,,39631,,ARIZONA,,20204749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20204764,
WISCONSIN,2020,47,,-,3,,10,,27,,,-,0,,,-,,-,,-,672,,19565,,26395,,WISCONSIN,,20204719,POINT (-89.732969 44.639954)
IDAHO,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,34,,195,,5241,,6248,,IDAHO,,20204751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204768,POINT (-64.840836 18.060868)
MICHIGAN,2020,47,,-,5,,91,,148,,,-,0,,,-,,-,108,,1194,,33076,,45475,,MICHIGAN,,20204717,POINT (-85.730977 44.874798)
GEORGIA,2020,47,,-,11,,6,,231,,,-,0,,,-,,-,452,,1619,,51800,,61683,,GEORGIA,,20204732,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,428,,1670,,49416,,69531,,,NEW YORK CITY,20204712,
ARKANSAS,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,437,,11892,,15714,,ARKANSAS,,20204744,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,144,,592,,10990,,23157,,MISSISSIPPI,,20204741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,47,,-,1,,1,,8,,,-,0,,,-,,-,,-,117,,2678,,4126,,SOUTH DAKOTA,,20204727,POINT (-100.230491 44.43614)
WYOMING,2020,47,,-,1,,2,,2,,,-,0,,,-,,-,34,,59,,1693,,1984,,WYOMING,,20204756,POINT (-107.55145 42.999627)
MISSOURI,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,808,,12334,,31529,,MISSOURI,,20204724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,47,,-,0,,,-,,-,,-,1,,1,,,-,2751,,4837,,154846,,202518,,,MIDDLE ATLANTIC,20204709,
CALIFORNIA,2020,47,,-,8,,68,,2,,,-,1,,2,,1,,1837,,4820,,157566,,217589,,CALIFORNIA,,20204759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,253,,4418,,5063,,WEST VIRGINIA,,20204737,POINT (-80.613729 38.642579)
FLORIDA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,1557,,2625,,88230,,100324,,FLORIDA,,20204731,POINT (-82.420978 28.260731)
MONTANA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,109,,3293,,4339,,MONTANA,,20204752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,47,,-,1,,1,,8,,,-,0,,,-,,-,171,,2392,,55796,,98628,,,WEST NORTH CENTRAL,20204720,
MASSACHUSETTS,2020,47,,-,0,,,-,,-,,-,1,,,-,2,,,-,733,,16953,,28801,,MASSACHUSETTS,,20204705,POINT (-71.481104 42.151077)
MOUNTAIN,2020,47,,-,4,,40,,89,,,-,0,,,-,1,,678,,2695,,94020,,118956,,,MOUNTAIN,20204748,
INDIANA,2020,47,1,,18,,164,,253,,,-,0,,,-,,-,467,,790,,28926,,32258,,INDIANA,,20204716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,4,,7,,,NON-US RESIDENTS,20204769,
US TERRITORIES,2020,47,,-,3,,,-,41,,,-,0,,,-,,-,,-,130,,326,,4383,,,US TERRITORIES,20204763,
TOTAL,2020,48,,-,69,,573,,1247,,,-,1,,3,,7,,8401,,36842,,1198086,,1678772,,,TOTAL,20204870,
US RESIDENTS,2020,48,,-,66,,573,,1205,,,-,1,,3,,7,,8401,,36788,,1197755,,1674322,,,US RESIDENTS,20204801,
NEW HAMPSHIRE,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,35,,86,,2596,,3320,,NEW HAMPSHIRE,,20204806,POINT (-71.57139 43.680429)
NEW YORK,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,524,,2595,,35904,,43307,,NEW YORK,,20204811,POINT (-75.59655 42.921241)
PACIFIC,2020,48,,-,30,,69,,4,,,-,1,,2,,1,,1833,,6138,,195442,,286832,,,PACIFIC,20204857,
WEST SOUTH CENTRAL,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,161,,4534,,120952,,191735,,,WEST SOUTH CENTRAL,20204843,
NEBRASKA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,230,,2600,,8586,,NEBRASKA,,20204825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,48,,-,0,,,-,,-,,-,0,,,-,2,,259,,3371,,63879,,107771,,,EAST SOUTH CENTRAL,20204838,
NORTH DAKOTA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,99,,957,,3583,,NORTH DAKOTA,,20204826,POINT (-100.46931 47.446305)
NEVADA,2020,48,,-,2,,4,,7,,,-,0,,,-,,-,,-,395,,9657,,16527,,NEVADA,,20204853,POINT (-114.916992 39.283294)
ILLINOIS,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,15,,1750,,37353,,74595,,ILLINOIS,,20204815,POINT (-89.148632 40.124144)
IOWA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,371,,8384,,14855,,IOWA,,20204821,POINT (-93.500061 42.074659)
TEXAS,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,18,,2850,,70383,,120297,,TEXAS,,20204847,POINT (-99.317341 31.447238)
ALASKA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,149,,4354,,5755,,ALASKA,,20204858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,3,,247,,5606,,8606,,DISTRICT OF COLUMBIA,,20204830,POINT (-77.016275 38.904785)
WASHINGTON,2020,48,,-,30,,,-,,-,,-,0,,,-,,-,436,,701,,16526,,35502,,WASHINGTON,,20204862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,48,,-,8,,8,,3,,,-,1,,,-,2,,81,,1348,,34174,,57132,,,NEW ENGLAND,20204802,
RHODE ISLAND,2020,48,,-,8,,8,,3,,,-,0,,,-,,-,,-,294,,3628,,4952,,RHODE ISLAND,,20204807,POINT (-71.534637 41.572574)
OREGON,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,271,,502,,14205,,17576,,OREGON,,20204861,POINT (-120.605279 43.940449)
DELAWARE,2020,48,,-,1,,1,,,-,,-,0,,,-,,-,,-,222,,3731,,5463,,DELAWARE,,20204829,POINT (-75.452394 38.994926)
ALABAMA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,790,,15252,,28724,,ALABAMA,,20204839,POINT (-86.844516 32.756889)
KANSAS,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,347,,10939,,14203,,KANSAS,,20204822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,48,,-,9,,137,,239,,,-,0,,,-,,-,1,,1611,,51519,,66155,,NORTH CAROLINA,,20204834,POINT (-79.130883 35.52603)
GUAM,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204866,POINT (144.653198 13.3532)
NEW JERSEY,2020,48,,-,0,,,-,,-,,-,1,,1,,,-,303,,882,,24012,,34881,,NEW JERSEY,,20204810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,4,,337,,10541,,13301,,NEW MEXICO,,20204854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,48,,-,22,,265,,431,,,-,0,,,-,,-,470,,5473,,170340,,241353,,,EAST NORTH CENTRAL,20204814,
TENNESSEE,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,137,,1129,,31199,,38231,,TENNESSEE,,20204842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,2,,301,,7339,,14369,,CONNECTICUT,,20204803,POINT (-72.738288 41.575155)
MARYLAND,2020,48,,-,0,,,-,,-,,-,0,,,-,1,,271,,843,,28051,,35097,,MARYLAND,,20204833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,618,,922,,31324,,33357,,SOUTH CAROLINA,,20204835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,489,,11639,,21847,,OKLAHOMA,,20204846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204865,POINT (145.725693 15.1834)
OHIO,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,1435,,50358,,60823,,OHIO,,20204818,POINT (-82.70936 40.415534)
MINNESOTA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,585,,17963,,22744,,MINNESOTA,,20204823,POINT (-94.198308 46.349153)
LOUISIANA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,142,,858,,26915,,33681,,LOUISIANA,,20204845,POINT (-91.840238 30.921314)
HAWAII,2020,48,,-,0,,,-,2,,,-,0,,,-,,-,,-,199,,,-,7439,,HAWAII,,20204860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,48,,-,22,,190,,669,,,-,0,,,-,1,,2779,,9043,,302813,,362882,,,SOUTH ATLANTIC,20204828,
PENNSYLVANIA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,820,,1448,,47128,,56990,,PENNSYLVANIA,,20204813,POINT (-77.838886 40.896694)
UTAH,2020,48,,-,2,,6,,10,,,-,0,,,-,,-,103,,261,,9369,,10267,,UTAH,,20204855,POINT (-111.678222 39.323779)
COLORADO,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,322,,1260,,23338,,27734,,COLORADO,,20204850,POINT (-105.547832 38.998552)
VERMONT,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,61,,617,,1542,,VERMONT,,20204808,POINT (-72.662695 44.075252)
